#query	EC	reference GO
comp22418_c0_seq1_FPKM_all:3.708_FPKM_rel:3.708_len:479_path:[0].1	EC:3.2.1.23	GO:0004565
comp22172_c0_seq3_FPKM_all:4.013_FPKM_rel:2.408_len:383_path:[624,321,342].1	EC:2.7.7	GO:0016779
comp7_c0_seq1_FPKM_all:3961.693_FPKM_rel:3961.693_len:1816_path:[0].1	EC:3.4.24	GO:0004222
comp519_c0_seq6_FPKM_all:248.077_FPKM_rel:33.134_len:3413_path:[0,1570,1777,2101,3362,2394].1	EC:2.4	GO:0016757
comp1819_c0_seq4_FPKM_all:44.17_FPKM_rel:43.7_len:1306_path:[0,4286,908,4197,1223].2	EC:3.2.1	GO:0004553
comp8565_c0_seq4_FPKM_all:14.542_FPKM_rel:3.247_len:3429_path:[0,132,146,205,462,490,500,876,889,1278,1302,2477,3228,3243].3	EC:3.2.1	GO:0004553
comp9258_c0_seq1_FPKM_all:10.883_FPKM_rel:6.831_len:4155_path:[0,169,1263,1683,2225].4	EC:3.1.3.2	GO:0003993
comp9356_c0_seq1_FPKM_all:16.927_FPKM_rel:12.137_len:1711_path:[0,154,191,532,1821,722,1302,1357,1372].2	EC:2.4.1	GO:0016758
comp37615_c0_seq1_FPKM_all:1.216_FPKM_rel:1.216_len:337_path:[0].1	EC:1	GO:0016491
comp24805_c0_seq1_FPKM_all:3.585_FPKM_rel:3.585_len:686_path:[0].1	EC:3.6.3	GO:0016820
comp11453_c0_seq2_FPKM_all:7.265_FPKM_rel:6.519_len:1006_path:[825,1926,1025,1674,1698].1	EC:1	GO:0016491
comp10521_c0_seq1_FPKM_all:14.618_FPKM_rel:14.618_len:1278_path:[0,903].2	EC:1.1.1	GO:0016616
comp11597_c0_seq1_FPKM_all:9.871_FPKM_rel:5.123_len:820_path:[0,147,726].2	EC:2.3.1	GO:0016747
comp11442_c0_seq3_FPKM_all:5.906_FPKM_rel:1.988_len:1787_path:[1465,12,152,1436].1	EC:1.3.99.3	GO:0003995
comp6555_c0_seq2_FPKM_all:34.128_FPKM_rel:33.431_len:1275_path:[0,807,814,2425,1174].1	EC:3.2.1.113	GO:0004571
comp7348_c0_seq1_FPKM_all:23.687_FPKM_rel:23.687_len:2121_path:[0].1	EC:2.1.1	GO:0008168
comp7280_c0_seq3_FPKM_all:16.917_FPKM_rel:4.853_len:2780_path:[0,443,677,946].3	EC:1	GO:0016491
comp7882_c0_seq4_FPKM_all:15.525_FPKM_rel:7.787_len:693_path:[632,805,837,1177].1	EC:3.2.1.51	GO:0004560
comp7634_c0_seq1_FPKM_all:20.293_FPKM_rel:20.293_len:1986_path:[0].2	EC:5.2.1.8	GO:0003755
comp5770_c0_seq1_FPKM_all:45.668_FPKM_rel:45.668_len:1062_path:[0].1	EC:1	GO:0016491
comp4427_c0_seq1_FPKM_all:32.735_FPKM_rel:19.774_len:361_path:[239,2060,476].1	EC:2.3.1	GO:0016747
comp4894_c0_seq1_FPKM_all:45.596_FPKM_rel:45.596_len:2594_path:[0,291,295,2121,2128].1	EC:2.7.1	GO:0016773
comp14606_c0_seq3_FPKM_all:4.988_FPKM_rel:4.503_len:493_path:[627,1890,777,794,1931,1160].1	EC:1.1.1	GO:0016616
comp14841_c0_seq1_FPKM_all:7.585_FPKM_rel:7.585_len:1675_path:[0].1	EC:5.3.1.8	GO:0004476
comp15088_c0_seq1_FPKM_all:7.023_FPKM_rel:7.023_len:924_path:[0,91].1	EC:4.1.1	GO:0016831
comp14678_c0_seq1_FPKM_all:6.21_FPKM_rel:3.247_len:1441_path:[0,1440,1356].1	EC:3.1.26	GO:0016891
comp18020_c0_seq1_FPKM_all:5.911_FPKM_rel:5.911_len:364_path:[0].1	EC:3.6.3	GO:0016820
comp18526_c0_seq1_FPKM_all:4.914_FPKM_rel:4.914_len:834_path:[16,141].1	EC:3.2.1	GO:0004553
comp19051_c0_seq1_FPKM_all:4.116_FPKM_rel:4.116_len:1004_path:[0].1	EC:2.1.1.10	GO:0008898
comp12105_c0_seq4_FPKM_all:2.76_FPKM_rel:1.897_len:396_path:[355,421,584].1	EC:3.6.1.1	GO:0004427
comp13993_c0_seq2_FPKM_all:6.282_FPKM_rel:6.003_len:734_path:[504,80,383,209].1	EC:4.2.1.11	GO:0004634
comp12324_c0_seq1_FPKM_all:8.832_FPKM_rel:8.699_len:1280_path:[208,324,337].1	EC:1	GO:0016491
comp30552_c0_seq1_FPKM_all:2.416_FPKM_rel:2.416_len:311_path:[0,214].1	EC:2.4.1	GO:0016758
comp31145_c0_seq1_FPKM_all:2.531_FPKM_rel:2.531_len:850_path:[0].1	EC:2.3.1	GO:0016747
comp2916_c0_seq2_FPKM_all:72.141_FPKM_rel:37.205_len:918_path:[0,714].1	EC:2.3.3.10	GO:0004421
comp3582_c0_seq1_FPKM_all:86.1_FPKM_rel:86.1_len:311_path:[56,449,611].1	EC:1	GO:0016491
comp3135_c0_seq1_FPKM_all:80.893_FPKM_rel:80.893_len:2220_path:[0].1	EC:1	GO:0016491
comp2551_c0_seq1_FPKM_all:46.122_FPKM_rel:25.364_len:645_path:[520,567,586,2713,3412,2470].1	EC:2.1.2.1	GO:0004372
comp27762_c0_seq1_FPKM_all:2.282_FPKM_rel:2.282_len:419_path:[0].1	EC:3.1.2.15	GO:0004221
comp16829_c0_seq1_FPKM_all:5.761_FPKM_rel:5.646_len:1488_path:[466,2008,579,967,1217,1224].1	EC:2.4.1	GO:0016758
comp1851_c0_seq1_FPKM_all:98.828_FPKM_rel:88.444_len:2753_path:[0,451].1	EC:3.2.1	GO:0004553
comp1323_c0_seq1_FPKM_all:158.512_FPKM_rel:158.512_len:2304_path:[0].1	EC:3.1	GO:0016788
comp9187_c0_seq2_FPKM_all:14.727_FPKM_rel:4.919_len:1097_path:[0,1693,129,239,532,782,800].2	EC:2.7.6.2	GO:0004788
comp9946_c0_seq1_FPKM_all:12.983_FPKM_rel:5.963_len:1197_path:[0,240,305,435,879].1	EC:1	GO:0016491
comp9356_c0_seq2_FPKM_all:12.787_FPKM_rel:7.689_len:1608_path:[2081,532,570,722,1302,1357,1372].1	EC:2.4.1	GO:0016758
comp36465_c0_seq1_FPKM_all:1.713_FPKM_rel:1.713_len:319_path:[0].1	EC:2.7.7.7	GO:0003887
comp37607_c0_seq1_FPKM_all:1.749_FPKM_rel:1.749_len:332_path:[0].1	EC:3.2.1	GO:0004553
comp37961_c0_seq1_FPKM_all:1.635_FPKM_rel:1.635_len:376_path:[0].1	EC:3.2.1	GO:0004553
comp24691_c0_seq1_FPKM_all:3.279_FPKM_rel:3.279_len:677_path:[0,143,888,172,407,489].1	EC:3.6.1.1	GO:0004427
comp34277_c0_seq1_FPKM_all:1.985_FPKM_rel:1.985_len:327_path:[0].1	EC:1	GO:0016491
comp11453_c0_seq3_FPKM_all:14.047_FPKM_rel:7.058_len:992_path:[0,60,83,537,801,825].1	EC:1	GO:0016491
comp7480_c0_seq1_FPKM_all:27.56_FPKM_rel:27.56_len:2507_path:[0].2	EC:3.4.23	GO:0004190
comp7630_c0_seq1_FPKM_all:28.011_FPKM_rel:14.615_len:1907_path:[0,1051].1	EC:3.1.3.2	GO:0003993
comp6881_c0_seq1_FPKM_all:32.945_FPKM_rel:32.945_len:593_path:[0].1	EC:4.1.1.50	GO:0004014
comp7245_c0_seq1_FPKM_all:28.639_FPKM_rel:28.639_len:1641_path:[0].1	EC:1	GO:0016491
comp7745_c0_seq5_FPKM_all:16.027_FPKM_rel:4.094_len:1268_path:[3269,1035,1318,1343,1755].1	EC:3.2.1.15	GO:0004650
comp4881_c0_seq1_FPKM_all:47.935_FPKM_rel:33.149_len:917_path:[966,1060,1077,1444,1508,1572].1	EC:3.4.23	GO:0004190
comp5766_c0_seq1_FPKM_all:35.229_FPKM_rel:31.214_len:604_path:[0,157,1295].1	EC:1.9.3.1	GO:0004129
comp4847_c0_seq2_FPKM_all:49.181_FPKM_rel:41.757_len:1716_path:[0,1156].2	EC:1	GO:0016491
comp4427_c0_seq2_FPKM_all:16.275_FPKM_rel:16.275_len:447_path:[1172,1219,1232,1625,1295].1	EC:2.3.1	GO:0016747
comp4192_c0_seq1_FPKM_all:40.51_FPKM_rel:40.51_len:3482_path:[0].1	EC:3.2.1	GO:0004553
comp14678_c0_seq2_FPKM_all:6.072_FPKM_rel:3.107_len:1440_path:[0,1337,1356].1	EC:3.1.26	GO:0016891
comp15585_c0_seq1_FPKM_all:4.515_FPKM_rel:3.423_len:469_path:[483,719,732,1029].1	EC:3.2.1	GO:0004553
comp15772_c0_seq1_FPKM_all:6.708_FPKM_rel:6.708_len:1054_path:[0,915,946,1774].1	EC:6.3.2.19	GO:0004842
comp19262_c0_seq1_FPKM_all:3.51_FPKM_rel:3.51_len:1586_path:[0,394,423].1	EC:2.1.1	GO:0008168
comp18366_c0_seq1_FPKM_all:5.821_FPKM_rel:3.229_len:751_path:[5,708].1	EC:3.4.22	GO:0004197
comp21912_c0_seq1_FPKM_all:4.225_FPKM_rel:2.377_len:388_path:[0,922].1	EC:2.1.2.1	GO:0004372
comp21701_c0_seq1_FPKM_all:3.105_FPKM_rel:3.105_len:803_path:[0].2	EC:3	GO:0016787
comp13492_c0_seq6_FPKM_all:7.369_FPKM_rel:5.277_len:343_path:[748,1696,988].1	EC:3	GO:0016787
comp12222_c0_seq1_FPKM_all:9.789_FPKM_rel:9.789_len:1277_path:[0].1	EC:1.1.1.145	GO:0003854
comp13135_c0_seq1_FPKM_all:9.971_FPKM_rel:9.971_len:870_path:[0].1	EC:5	GO:0016853
comp13390_c0_seq3_FPKM_all:4.643_FPKM_rel:4.643_len:537_path:[512,567,2296,738,972,2272].1	EC:3.1.4.11	GO:0004435
comp2774_c0_seq1_FPKM_all:91.55_FPKM_rel:91.55_len:1086_path:[0].1	EC:1	GO:0016491
comp3634_c0_seq1_FPKM_all:65.505_FPKM_rel:65.505_len:1669_path:[0].2	EC:3.4.22	GO:0004197
comp28156_c0_seq1_FPKM_all:2.874_FPKM_rel:2.874_len:606_path:[0].1	EC:2.4.1.34	GO:0003843
comp17596_c0_seq1_FPKM_all:5.144_FPKM_rel:5.144_len:2065_path:[0].1	EC:3.2.1	GO:0004553
comp519_c0_seq7_FPKM_all:260.376_FPKM_rel:37.163_len:3530_path:[0,1570,1777,3459,2101,3362,2394].1	EC:2.4	GO:0016757
comp8280_c0_seq1_FPKM_all:14.356_FPKM_rel:14.356_len:2322_path:[0].1	EC:3.2.1.96	GO:0033925
comp8302_c0_seq6_FPKM_all:14.817_FPKM_rel:2.235_len:2063_path:[0,223,609,2755,991,1963].1	EC:5.5	GO:0016872
comp9793_c0_seq1_FPKM_all:6.2_FPKM_rel:6.2_len:1322_path:[3882,22,3742,348,3669,751,3642,819,1135,4259,4272].1	EC:2.4.1.119	GO:0004579
comp9258_c0_seq2_FPKM_all:15.499_FPKM_rel:7.757_len:2175_path:[0,169,1263,1683,2179].2	EC:3.1.3.2	GO:0003993
comp8129_c0_seq4_FPKM_all:16.847_FPKM_rel:15.163_len:446_path:[3975,5682,4056,4121,9850].1	EC:6.3.2	GO:0016881
comp8772_c0_seq1_FPKM_all:9.133_FPKM_rel:2.335_len:1653_path:[0,602,3054].1	EC:3	GO:0016787
comp32795_c0_seq1_FPKM_all:2.683_FPKM_rel:2.683_len:331_path:[0].1	EC:3.6.1.1	GO:0004427
comp37671_c0_seq1_FPKM_all:1.582_FPKM_rel:1.582_len:626_path:[0].1	EC:2.4.1	GO:0016758
comp10614_c0_seq1_FPKM_all:11.104_FPKM_rel:11.104_len:1258_path:[0,536,1061].1	EC:1	GO:0016491
comp11689_c0_seq1_FPKM_all:17.04_FPKM_rel:17.04_len:463_path:[0].1	EC:1	GO:0016491
comp11597_c0_seq2_FPKM_all:9.871_FPKM_rel:5.29_len:820_path:[0,147,2626,2316,2224].2	EC:2.3.1	GO:0016747
comp10275_c0_seq2_FPKM_all:5.837_FPKM_rel:5.837_len:3341_path:[0,189,3277].1	EC:1	GO:0016491
comp11764_c0_seq1_FPKM_all:11.033_FPKM_rel:5.663_len:1164_path:[0,1131].1	EC:1	GO:0016491
comp7630_c0_seq2_FPKM_all:26.384_FPKM_rel:13.323_len:1956_path:[0,1907,1051].1	EC:3.1.3.2	GO:0003993
comp6821_c0_seq5_FPKM_all:25.45_FPKM_rel:23.753_len:463_path:[397,433,473,509,775,4160].1	EC:2.7.1.40	GO:0004743
comp6041_c0_seq1_FPKM_all:18.005_FPKM_rel:18.005_len:4970_path:[0].1	EC:3.1.26.3	GO:0004525
comp4514_c0_seq1_FPKM_all:50.194_FPKM_rel:50.194_len:1169_path:[1350,250,252].1	EC:1.11.1.7	GO:0004601
comp4881_c0_seq2_FPKM_all:38.433_FPKM_rel:23.266_len:894_path:[966,1060,1077,1444,1508,1907].1	EC:3.4.23	GO:0004190
comp5766_c0_seq2_FPKM_all:20.694_FPKM_rel:10.851_len:576_path:[0,157,198,721].1	EC:1.9.3.1	GO:0004129
comp4427_c0_seq4_FPKM_all:28.625_FPKM_rel:15.397_len:315_path:[2171,197,2138,239].1	EC:2.3.1	GO:0016747
comp14982_c0_seq2_FPKM_all:6.131_FPKM_rel:3.202_len:1376_path:[0,126,1428,395,1197,1206].3	EC:2.4.1	GO:0016758
comp14493_c0_seq1_FPKM_all:7.713_FPKM_rel:4.013_len:1634_path:[0,2217].2	EC:2.7.7	GO:0016779
comp14769_c0_seq1_FPKM_all:6.934_FPKM_rel:6.934_len:1320_path:[0,1441,256,1158,1160].1	EC:3.2.1	GO:0004553
comp14077_c0_seq1_FPKM_all:8.43_FPKM_rel:4.418_len:1175_path:[0,1092,1093].1	EC:1	GO:0016491
comp15585_c0_seq2_FPKM_all:3.758_FPKM_rel:3.758_len:609_path:[1618,1705,1784,2061,2084].1	EC:3.2.1	GO:0004553
comp18366_c0_seq2_FPKM_all:5.238_FPKM_rel:2.85_len:815_path:[5,756].1	EC:3.4.22	GO:0004197
comp20123_c0_seq1_FPKM_all:4.32_FPKM_rel:2.135_len:672_path:[114,998].1	EC:2.4.1.135	GO:0015018
comp21912_c0_seq2_FPKM_all:4.223_FPKM_rel:3.445_len:922_path:[0,336].1	EC:2.1.2.1	GO:0004372
comp13492_c0_seq7_FPKM_all:6.289_FPKM_rel:4.257_len:353_path:[619,1783,748].1	EC:3	GO:0016787
comp12739_c0_seq3_FPKM_all:9.836_FPKM_rel:5.809_len:441_path:[658,1320,774,963].1	EC:1	GO:0016491
comp3483_c0_seq1_FPKM_all:88.55_FPKM_rel:88.55_len:626_path:[1817,2537,1982].1	EC:1.1.1	GO:0016616
comp2646_c0_seq2_FPKM_all:72.413_FPKM_rel:57.704_len:2480_path:[0,2714,763,1599,1620,1871,2480,2136].1	EC:1	GO:0016491
comp2610_c0_seq1_FPKM_all:64.68_FPKM_rel:32.877_len:2005_path:[5252,5305,5308,52,85,103,3185,643,646,3062,1051,3032,1084,1704,1711].2	EC:2.4.1	GO:0016758
comp2551_c0_seq3_FPKM_all:34.998_FPKM_rel:18.794_len:567_path:[0,110,121,2899,520].1	EC:2.1.2.1	GO:0004372
comp29083_c0_seq1_FPKM_all:2.667_FPKM_rel:2.667_len:333_path:[0].1	EC:1.9.3.1	GO:0004129
comp28933_c0_seq1_FPKM_all:3.059_FPKM_rel:3.059_len:335_path:[0].1	EC:3	GO:0016787
comp29705_c0_seq1_FPKM_all:2.634_FPKM_rel:2.634_len:402_path:[0].1	EC:2.7.7	GO:0016779
comp22575_c0_seq1_FPKM_all:3.289_FPKM_rel:3.289_len:405_path:[0].1	EC:3	GO:0016787
comp22248_c0_seq1_FPKM_all:2.655_FPKM_rel:1.406_len:656_path:[478,1416,749,1183].1	EC:6.3.4.4	GO:0004019
comp1003_c0_seq1_FPKM_all:159.881_FPKM_rel:159.881_len:3406_path:[0].1	EC:2.4.1.16	GO:0004100
comp729_c0_seq1_FPKM_all:337.287_FPKM_rel:337.287_len:666_path:[0].1	EC:1.10.2.2	GO:0008121
comp1651_c0_seq1_FPKM_all:67.107_FPKM_rel:67.107_len:2387_path:[0].2	EC:3	GO:0016787
comp1116_c0_seq1_FPKM_all:158.6_FPKM_rel:158.558_len:2444_path:[2943,2844,310,318,2299,2302].1	EC:2.7.7.4	GO:0004781
comp756_c0_seq1_FPKM_all:193.403_FPKM_rel:193.403_len:2893_path:[0,3323,135,3083,1208,3004,2129,2704,2720].1	EC:3.2.1	GO:0004553
comp1188_c0_seq1_FPKM_all:162.625_FPKM_rel:162.625_len:2025_path:[0].2	EC:1.3	GO:0016627
comp8302_c0_seq7_FPKM_all:14.141_FPKM_rel:2.071_len:2094_path:[0,206,223,609,2755,991,2403,1963].1	EC:5.5	GO:0016872
comp9793_c0_seq2_FPKM_all:12.817_FPKM_rel:10.812_len:477_path:[2802,1954,1967,2734,2001,2044].1	EC:2.4.1.119	GO:0004579
comp8381_c0_seq1_FPKM_all:25.91_FPKM_rel:25.91_len:1015_path:[0].1	EC:3.1	GO:0016788
comp9946_c0_seq3_FPKM_all:14.362_FPKM_rel:6.939_len:1132_path:[0,305,435,879].1	EC:1	GO:0016491
comp8772_c0_seq2_FPKM_all:8.707_FPKM_rel:2.216_len:1726_path:[0,529,602,3054].1	EC:3	GO:0016787
comp9624_c0_seq1_FPKM_all:11.718_FPKM_rel:6.253_len:650_path:[56,1301,135,138,144,179,675].1	EC:1	GO:0016491
comp37404_c0_seq1_FPKM_all:1.699_FPKM_rel:1.699_len:382_path:[0].1	EC:6.3.5	GO:0016884
comp11597_c0_seq3_FPKM_all:13.102_FPKM_rel:12.991_len:1233_path:[726,820,2161,859,2014,1743,1990,1788,1791].1	EC:2.3.1	GO:0016747
comp11764_c0_seq2_FPKM_all:10.452_FPKM_rel:5.332_len:1281_path:[0,1164].1	EC:1	GO:0016491
comp7280_c0_seq4_FPKM_all:16.444_FPKM_rel:4.72_len:2858_path:[0,443,677,2931,946].3	EC:1	GO:0016491
comp4002_c0_seq1_FPKM_all:23.949_FPKM_rel:12.187_len:1931_path:[1260,1027].1	EC:2.4.1	GO:0016758
comp5766_c0_seq3_FPKM_all:21.095_FPKM_rel:9.184_len:476_path:[0,157,198,1350].1	EC:1.9.3.1	GO:0004129
comp5085_c0_seq1_FPKM_all:40.25_FPKM_rel:13.83_len:2398_path:[0,3146,3291].1	EC:3.1.2.15	GO:0004221
comp4427_c0_seq5_FPKM_all:12.724_FPKM_rel:10.938_len:306_path:[607,1988,824].1	EC:2.3.1	GO:0016747
comp5128_c0_seq1_FPKM_all:45.431_FPKM_rel:11.7_len:2741_path:[0,855,919,1968,2032].2	EC:2.1.1.43	GO:0018024
comp5428_c0_seq1_FPKM_all:31.614_FPKM_rel:31.614_len:2151_path:[0].1	EC:3.1.1.3	GO:0004806
comp14493_c0_seq2_FPKM_all:6.635_FPKM_rel:3.878_len:2193_path:[0,1455].1	EC:2.7.7	GO:0016779
comp14077_c0_seq2_FPKM_all:8.509_FPKM_rel:4.359_len:1136_path:[0,1331,1288].1	EC:1	GO:0016491
comp15585_c0_seq3_FPKM_all:5.16_FPKM_rel:4.142_len:503_path:[216,405,1294,483].1	EC:3.2.1	GO:0004553
comp14868_c0_seq1_FPKM_all:6.101_FPKM_rel:6.101_len:2228_path:[0].1	EC:3.4	GO:0008233
comp38654_c0_seq1_FPKM_all:1.274_FPKM_rel:1.274_len:429_path:[0].1	EC:6.1.1.16	GO:0004817
comp19778_c0_seq1_FPKM_all:4.785_FPKM_rel:4.785_len:828_path:[0,900,72].1	EC:3.2.1	GO:0004553
comp20123_c0_seq2_FPKM_all:4.517_FPKM_rel:3.046_len:998_path:[0,114,762,786].1	EC:2.4.1.135	GO:0015018
comp13373_c0_seq2_FPKM_all:5.768_FPKM_rel:3.167_len:302_path:[797,1074,955].1	EC:2.7.1.105	GO:0003873
comp13282_c0_seq3_FPKM_all:4.837_FPKM_rel:4.837_len:466_path:[220,2185,296,305,2140,615,2068].1	EC:2.7.1.40	GO:0004743
comp12739_c0_seq4_FPKM_all:9.061_FPKM_rel:5.034_len:441_path:[658,1320,774,1137].1	EC:1	GO:0016491
comp3483_c0_seq2_FPKM_all:50.689_FPKM_rel:15.281_len:1008_path:[356,3084,483,1090,1112,1273].1	EC:1.1.1	GO:0016616
comp2643_c0_seq1_FPKM_all:110.313_FPKM_rel:110.313_len:918_path:[0].2	EC:1	GO:0016491
comp2731_c0_seq1_FPKM_all:82.659_FPKM_rel:82.659_len:1547_path:[0].1	EC:1	GO:0016491
comp2551_c0_seq4_FPKM_all:34.394_FPKM_rel:18.276_len:570_path:[3026,3173,110,121,2899,520].1	EC:2.1.2.1	GO:0004372
comp3889_c0_seq1_FPKM_all:73.853_FPKM_rel:73.853_len:1195_path:[0].1	EC:1	GO:0016491
comp27020_c0_seq1_FPKM_all:2.423_FPKM_rel:2.423_len:592_path:[0].1	EC:6.3.3.2	GO:0030272
comp28505_c0_seq1_FPKM_all:2.899_FPKM_rel:2.899_len:648_path:[0].1	EC:2.7.1	GO:0016773
comp22248_c0_seq2_FPKM_all:2.864_FPKM_rel:1.838_len:799_path:[478,1416,749,1212].1	EC:6.3.4.4	GO:0004019
comp1902_c0_seq1_FPKM_all:122.386_FPKM_rel:122.386_len:2148_path:[0].1	EC:2	GO:0016740
comp519_c0_seq8_FPKM_all:255.944_FPKM_rel:33.238_len:3206_path:[0,1777,2101,3362,2394].1	EC:2.4	GO:0016757
comp343_c0_seq1_FPKM_all:682.562_FPKM_rel:682.562_len:1499_path:[0].1	EC:3.4.21	GO:0004252
comp993_c0_seq1_FPKM_all:209.385_FPKM_rel:209.385_len:1639_path:[0].1	EC:1	GO:0016491
comp1753_c0_seq1_FPKM_all:136.132_FPKM_rel:136.132_len:1266_path:[0].1	EC:3.2.1	GO:0004553
comp1397_c0_seq1_FPKM_all:179.45_FPKM_rel:179.45_len:1771_path:[0].1	EC:2.7.7	GO:0016779
comp9793_c0_seq3_FPKM_all:15.039_FPKM_rel:13.167_len:511_path:[2802,1954,1967,2734,2001,2710].1	EC:2.4.1.119	GO:0004579
comp8565_c0_seq5_FPKM_all:14.652_FPKM_rel:3.293_len:3443_path:[0,132,146,4140,462,4107,500,876,889,1278,1302,2477,3228,3243].4	EC:3.2.1	GO:0004553
comp9209_c0_seq1_FPKM_all:21.742_FPKM_rel:21.742_len:864_path:[0].1	EC:1	GO:0016491
comp8772_c0_seq3_FPKM_all:14.201_FPKM_rel:5.812_len:2903_path:[0,602,2988,1885].1	EC:3	GO:0016787
comp9624_c0_seq2_FPKM_all:9.765_FPKM_rel:5.041_len:752_path:[56,1301,135,138,144,179,815].1	EC:1	GO:0016491
comp24686_c0_seq1_FPKM_all:3.866_FPKM_rel:3.866_len:698_path:[0].2	EC:1.8.4	GO:0016671
comp35864_c0_seq1_FPKM_all:2.141_FPKM_rel:2.141_len:319_path:[0].1	EC:2.7.7.7	GO:0003887
comp10689_c0_seq1_FPKM_all:8.712_FPKM_rel:6.223_len:933_path:[380,430,510,712,1313,1087].1	EC:1	GO:0016491
comp11576_c0_seq1_FPKM_all:11.268_FPKM_rel:11.268_len:2534_path:[0].1	EC:3.2.1	GO:0004553
comp10078_c0_seq3_FPKM_all:13.333_FPKM_rel:9.3_len:415_path:[0,1417,218,226].1	EC:2.6	GO:0016769
comp7411_c0_seq1_FPKM_all:25.007_FPKM_rel:25.007_len:2961_path:[0].1	EC:6.3.5	GO:0016884
comp6821_c0_seq6_FPKM_all:11.967_FPKM_rel:11.967_len:391_path:[4714,138,162,186].2	EC:2.7.1.40	GO:0004743
comp7360_c0_seq1_FPKM_all:36.285_FPKM_rel:36.285_len:593_path:[0,499,512].1	EC:3	GO:0016787
comp6207_c0_seq1_FPKM_all:29.771_FPKM_rel:29.771_len:1161_path:[0].1	EC:4.4.1.17	GO:0004408
comp4002_c0_seq2_FPKM_all:23.813_FPKM_rel:12.057_len:1932_path:[1260,1026,1027].1	EC:2.4.1	GO:0016758
comp4881_c0_seq3_FPKM_all:23.041_FPKM_rel:23.041_len:587_path:[0,334,2963,388,397,439].1	EC:3.4.23	GO:0004190
comp5085_c0_seq2_FPKM_all:34.877_FPKM_rel:14.57_len:3120_path:[0,3146,2375].1	EC:3.1.2.15	GO:0004221
comp21914_c0_seq1_FPKM_all:3.664_FPKM_rel:3.664_len:1044_path:[0].1	EC:3.2.1	GO:0004553
comp13282_c0_seq4_FPKM_all:7.418_FPKM_rel:5.624_len:419_path:[690,2005,786,884].1	EC:2.7.1.40	GO:0004743
comp13393_c0_seq1_FPKM_all:9.841_FPKM_rel:9.841_len:944_path:[0,59,72,423,427,944,822].1	EC:3.1.26.4	GO:0004523
comp12221_c0_seq1_FPKM_all:9.619_FPKM_rel:4.772_len:909_path:[1406,41,853,1152].1	EC:2.4	GO:0016757
comp31791_c0_seq1_FPKM_all:2.227_FPKM_rel:2.227_len:414_path:[0,414].1	EC:2.7.7.6	GO:0003899
comp30950_c0_seq1_FPKM_all:2.361_FPKM_rel:2.361_len:622_path:[0].1	EC:5.4.99.12	GO:0009982
comp3492_c0_seq1_FPKM_all:40.028_FPKM_rel:40.028_len:314_path:[507,646,655].1	EC:1.1.1.44	GO:0004616
comp2610_c0_seq2_FPKM_all:64.881_FPKM_rel:33.046_len:2003_path:[5252,5305,5308,52,85,103,3185,3161,646,3062,1051,3032,1084,1704,1711].2	EC:2.4.1	GO:0016758
comp3613_c0_seq1_FPKM_all:70.599_FPKM_rel:70.599_len:1312_path:[0].1	EC:1.1.1.145	GO:0003854
comp3878_c0_seq1_FPKM_all:37.487_FPKM_rel:37.487_len:3638_path:[0].1	EC:3.1.1.3	GO:0004806
comp2780_c0_seq1_FPKM_all:102.223_FPKM_rel:102.223_len:1422_path:[0].1	EC:3	GO:0016787
comp27302_c0_seq1_FPKM_all:2.849_FPKM_rel:2.849_len:947_path:[0,692,713].1	EC:3.4	GO:0008233
comp27631_c0_seq1_FPKM_all:3.242_FPKM_rel:3.242_len:611_path:[0].1	EC:1	GO:0016491
comp17482_c0_seq1_FPKM_all:4.941_FPKM_rel:1.841_len:1410_path:[1988,583,1590,2678,1218].1	EC:2.7.7	GO:0016779
comp17458_c0_seq1_FPKM_all:4.843_FPKM_rel:1.572_len:804_path:[1072,228,1335].2	EC:2.4.1.12	GO:0016760
comp22515_c0_seq1_FPKM_all:3.607_FPKM_rel:3.607_len:1250_path:[0].1	EC:6	GO:0016874
comp1205_c0_seq1_FPKM_all:100.582_FPKM_rel:100.582_len:5247_path:[0].2	EC:6.1.1.7	GO:0004813
comp1354_c0_seq1_FPKM_all:185.33_FPKM_rel:185.33_len:1295_path:[0].1	EC:3.4.25	GO:0004298
comp1220_c0_seq1_FPKM_all:158.694_FPKM_rel:158.694_len:1971_path:[0,2205,48].1	EC:1	GO:0016491
comp458_c0_seq6_FPKM_all:158.507_FPKM_rel:20.372_len:6547_path:[2853,5054,7760,8131].4	EC:1	GO:0016491
comp1047_c0_seq1_FPKM_all:212.645_FPKM_rel:212.645_len:1053_path:[0].1	EC:1	GO:0016491
comp8129_c0_seq7_FPKM_all:12.462_FPKM_rel:10.385_len:592_path:[9850,5295,4434,4472].1	EC:6.3.2	GO:0016881
comp9187_c0_seq4_FPKM_all:12.061_FPKM_rel:3.865_len:1246_path:[0,1693,129,239,383,532,782,800].1	EC:2.7.6.2	GO:0004788
comp8772_c0_seq4_FPKM_all:13.829_FPKM_rel:5.658_len:2976_path:[0,529,602,2988,1885].1	EC:3	GO:0016787
comp33690_c0_seq1_FPKM_all:2.302_FPKM_rel:2.302_len:371_path:[0].1	EC:3	GO:0016787
comp36544_c0_seq1_FPKM_all:1.661_FPKM_rel:1.661_len:329_path:[0].1	EC:1	GO:0016491
